image_id,shape,light_azimuth_deg,light_elevation_deg,sin_azimuth,cos_azimuth
Sphere_new_000478,Sphere,298.0,41.5,-0.8829475928589271,0.4694715627858904
Sphere_new_000488,Sphere,192.6,63.4,-0.2181432413965425,-0.9759167619387474
SmoothCylinder_new_000499,SmoothCylinder,201.8,41.4,-0.371367835550235,-0.9284858268809136
SmoothCylinder_new_000605,SmoothCylinder,344.6,67.6,-0.2655561174868083,0.9640954042341102
Sphere_new_000511,Sphere,183.6,70.5,-0.0627905195293133,-0.9980267284282716
SmoothCylinder_new_000424,SmoothCylinder,36.3,74.0,0.5920131787992196,0.8059282822485158
Sphere_new_000495,Sphere,189.2,31.6,-0.1598811876918345,-0.987136265072988
SmoothCylinder_new_000961,SmoothCylinder,7.6,74.3,0.1322563902571224,0.9912155402515416
SmoothCylinder_new_000135,SmoothCylinder,72.5,34.6,0.9537169507482268,0.300705799504273
Sphere_new_000019,Sphere,0.5,42.9,0.0087265354983739,0.9999619230641712
Sphere_new_000293,Sphere,306.3,38.8,-0.8059282822485155,0.5920131787992198
SmoothCylinder_new_000304,SmoothCylinder,2.6,74.9,0.0453629881292537,0.9989705697907147
SmoothCylinder_new_000053,SmoothCylinder,68.7,56.2,0.9316912275855488,0.3632512304729783
Sphere_new_000588,Sphere,310.7,32.9,-0.7581343361976522,0.6520984038303922
SmoothCylinder_new_000258,SmoothCylinder,23.8,58.2,0.40354529635239,0.9149596678498249
Sphere_new_000137,Sphere,41.4,60.0,0.6613118653236518,0.7501110696304596
Sphere_new_000978,Sphere,256.5,33.6,-0.9723699203976768,-0.2334453638559051
Sphere_new_000772,Sphere,295.0,35.9,-0.90630778703665,0.4226182617406996
SmoothCylinder_new_000178,SmoothCylinder,219.9,61.2,-0.6414496315691579,-0.7671651518152995
SmoothCylinder_new_000468,SmoothCylinder,151.0,47.0,0.4848096202463371,-0.8746197071393957
SmoothCylinder_new_000194,SmoothCylinder,163.7,36.8,0.280666708920788,-0.9598052919751868
Sphere_new_000789,Sphere,227.1,65.8,-0.7325428987873787,-0.6807208689589179
Sphere_new_000082,Sphere,117.4,39.3,0.8878153851364013,-0.4601997847838516
Sphere_new_000238,Sphere,133.6,49.9,0.7241718614374677,-0.6896195437356696
SmoothCylinder_new_000245,SmoothCylinder,90.7,52.9,0.999925369660452,-0.0122170008352472
SmoothCylinder_new_000842,SmoothCylinder,200.4,70.4,-0.3485720473218151,-0.9372819894918916
Sphere_new_000089,Sphere,184.1,49.6,-0.0714974443326857,-0.997440782930944
Sphere_new_000223,Sphere,222.8,57.5,-0.6794413042615165,-0.7337298645028764
SmoothCylinder_new_000591,SmoothCylinder,31.6,46.0,0.5239859059700791,0.8517269341430477
SmoothCylinder_new_000920,SmoothCylinder,265.1,53.3,-0.9963452961909064,-0.0854169231373667
SmoothCylinder_new_000218,SmoothCylinder,114.3,38.0,0.9114032766354452,-0.4115143586051087
SmoothCylinder_new_000148,SmoothCylinder,92.1,42.7,0.9993283937786562,-0.0366437087065561
SmoothCylinder_new_000859,SmoothCylinder,187.7,36.7,-0.133986185418292,-0.9909831997148364
Sphere_new_000397,Sphere,202.3,47.7,-0.3794561595290052,-0.925209718385782
SmoothCylinder_new_000752,SmoothCylinder,0.8,33.9,0.0139621803391452,0.9999025240093042
SmoothCylinder_new_000107,SmoothCylinder,133.6,45.3,0.7241718614374677,-0.6896195437356696
Sphere_new_000092,Sphere,148.5,41.9,0.5224985647159489,-0.8526401643540922
Sphere_new_000231,Sphere,199.2,41.8,-0.3288666467385831,-0.9443763702374812
Sphere_new_000639,Sphere,236.8,55.7,-0.8367643134589619,-0.5475632234925499
SmoothCylinder_new_000210,SmoothCylinder,5.2,72.6,0.0906325801977801,0.9958843986159704
Sphere_new_000484,Sphere,327.0,59.0,-0.544639035015027,0.838670567945424
SmoothCylinder_new_000000,SmoothCylinder,113.9,45.0,0.9142539552342638,-0.4051415867798625
SmoothCylinder_new_000740,SmoothCylinder,224.0,53.4,-0.6946583704589974,-0.7193398003386511
SmoothCylinder_new_000845,SmoothCylinder,224.6,52.3,-0.7021530529951623,-0.7120260459909966
SmoothCylinder_new_000506,SmoothCylinder,339.9,68.2,-0.3436596945856166,0.9390942520947088
SmoothCylinder_new_000796,SmoothCylinder,225.4,64.3,-0.7120260459909964,-0.7021530529951625
SmoothCylinder_new_000115,SmoothCylinder,5.5,45.1,0.0958457525202239,0.9953961983671789
SmoothCylinder_new_000872,SmoothCylinder,283.6,40.5,-0.9719610005785462,0.2351421131025901
SmoothCylinder_new_000905,SmoothCylinder,24.6,33.9,0.4162807922604012,0.9092361090470684
Sphere_new_000933,Sphere,36.7,53.4,0.5976251469755212,0.801775644243754
Sphere_new_000520,Sphere,328.4,72.2,-0.5239859059700797,0.8517269341430473
Sphere_new_000942,Sphere,153.7,37.1,0.44307119082418,-0.8964864303834403
Sphere_new_000617,Sphere,57.9,74.8,0.8471219213821372,0.5313985795180829
SmoothCylinder_new_000332,SmoothCylinder,353.3,38.9,-0.1166707370993332,0.993170649538486
SmoothCylinder_new_000335,SmoothCylinder,15.5,37.7,0.2672383760782568,0.963630453208623
SmoothCylinder_new_000321,SmoothCylinder,214.4,72.5,-0.5649670034249378,-0.8251134982782953
Sphere_new_000676,Sphere,36.8,37.7,0.5990235985155858,0.8007313709487335
SmoothCylinder_new_000116,SmoothCylinder,294.8,58.9,-0.9077774785329084,0.4194520824461775
SmoothCylinder_new_000151,SmoothCylinder,34.3,55.7,0.5635260489375714,0.8260982944957639
SmoothCylinder_new_000691,SmoothCylinder,64.9,40.0,0.9055687990111396,0.4241994227453901
Sphere_new_000336,Sphere,124.0,50.0,0.8290375725550417,-0.5591929034707467
Sphere_new_000681,Sphere,95.5,74.1,0.9953961983671789,-0.0958457525202239
Sphere_new_000316,Sphere,61.6,56.1,0.8796485728666165,0.4756242090702753
